position,rank,patent_id,serpapi_link,title,priority_date,filing_date,grant_date,publication_date,inventor,assignee,publication_number,language,thumbnail,pdf,page
3,2,patent/EP3690483B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FEP3690483B1%2Fen,A method for synthesis of antenna array layouts or selection of waveform in a …,2019-02-04,2019-02-04,2023-05-03,2023-05-03,David Mateos Nunez,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,EP3690483B1,en,https://patentimages.storage.googleapis.com/1f/ae/28/bad90dd8313802/imgf0001.png,https://patentimages.storage.googleapis.com/e0/7e/b2/17169596a5b254/EP3690483B1.pdf,24.0
4,3,patent/US20220242450A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20220242450A1%2Fen,Metaverse data fusion system,2019-05-15,2020-05-15,,2022-08-04,Mikhail SOKOLOV,Roborace Limited,US20220242450A1,en,https://patentimages.storage.googleapis.com/75/a9/ea/780298c5ccaa92/US20220242450A1-20220804-D00000.png,https://patentimages.storage.googleapis.com/e4/b4/5d/87188a0c32190b/US20220242450A1.pdf,24.0
5,4,patent/US11303806B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11303806B2%2Fen,Three dimensional rendering for surround view using predetermined viewpoint …,2016-01-06,2019-12-19,2022-04-12,2022-04-12,Vikram VijayanBabu Appia,Texas Instruments Incorporated,US11303806B2,en,https://patentimages.storage.googleapis.com/28/70/02/68ed72a0b419cf/US11303806-20220412-D00000.png,https://patentimages.storage.googleapis.com/a9/b9/db/d13e2a43d0de09/US11303806.pdf,24.0
6,5,patent/US11604280B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11604280B2%2Fen,Processing temporal segments of laser chirps and examples of use in FMCW LiDAR …,2017-10-02,2018-10-02,2023-03-14,2023-03-14,Peter Aaron Roos,"Bridger Photonics, Inc.",US11604280B2,en,https://patentimages.storage.googleapis.com/b0/b9/b2/c3fb1321945f15/US11604280-20230314-D00000.png,https://patentimages.storage.googleapis.com/d4/fa/bf/d79699efbb825a/US11604280.pdf,24.0
7,6,patent/US11810404B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11810404B2%2Fen,"Automobile diagnostic method, apparatus and vehicle communication interface",2018-01-25,2020-07-27,2023-11-07,2023-11-07,Songsong QU,"Autel Intelligent Technology Corp., Ltd.",US11810404B2,en,https://patentimages.storage.googleapis.com/13/09/e6/6ca58c7b0f23b3/US11810404-20231107-D00000.png,https://patentimages.storage.googleapis.com/c1/0d/7e/92fc3e4e4a0ad7/US11810404.pdf,24.0
8,7,patent/US11867802B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11867802B2%2Fen,Vehicle radar sensing system,2017-09-07,2021-10-18,2024-01-09,2024-01-09,Sergio Duque Biarge,Magna Electronics Inc.,US11867802B2,en,https://patentimages.storage.googleapis.com/42/cf/6e/db1280f7413a12/US11867802-20240109-D00000.png,https://patentimages.storage.googleapis.com/18/99/72/484901e579ac43/US11867802.pdf,24.0
9,8,patent/US11104229B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11104229B2%2Fen,Vehicle interior component,2016-07-11,2020-01-07,2021-08-31,2021-08-31,Jesus Maria GALAN GARCIA,Shanghai Yanfeng Jinqiao Automotive Trim Systems Co. Ltd.,US11104229B2,en,https://patentimages.storage.googleapis.com/d7/4b/6f/36b9352434f3e6/US11104229-20210831-D00000.png,https://patentimages.storage.googleapis.com/93/b4/d8/66897a44e7ca25/US11104229.pdf,24.0
10,9,patent/US11603001B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11603001B2%2Fen,Module-based energy systems having converter-source modules and methods related …,2019-03-29,2022-08-11,2023-03-14,2023-03-14,Mikhail Slepchenkov,"Tae Technologies, Inc.",US11603001B2,en,https://patentimages.storage.googleapis.com/89/53/97/8a86f71ee3a195/US11603001-20230314-D00000.png,https://patentimages.storage.googleapis.com/01/27/f0/642fe2fc2ac154/US11603001.pdf,24.0
1,0,patent/US20220333229A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20220333229A1%2Fen,High strength 7xxx aluminum alloys and methods of making the same,2015-10-30,2022-07-01,,2022-10-20,Rajeev G. Kamat,Novelis Inc.,US20220333229A1,en,https://patentimages.storage.googleapis.com/53/eb/3a/422f1d01003bcd/US20220333229A1-20221020-D00001.png,https://patentimages.storage.googleapis.com/99/0f/3b/01b88b23cc0501/US20220333229A1.pdf,25.0
2,1,patent/US11061475B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11061475B2%2Fen,Vehicle interior component,2016-07-11,2018-12-28,2021-07-13,2021-07-13,Jesus Maria GALAN GARCIA,Shanghai Yanfeng Jinqiao Automotive Trim Systems Co. Ltd.,US11061475B2,en,https://patentimages.storage.googleapis.com/19/7d/2f/e3f6fe8cfcc328/US11061475-20210713-D00000.png,https://patentimages.storage.googleapis.com/93/02/01/a311fe036225c8/US11061475.pdf,25.0
3,2,patent/US10964492B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10964492B2%2Fen,"Arc suppressor, system, and method",2012-09-28,2020-01-13,2021-03-30,2021-03-30,Reinhold Henke,Arc Suppression Technologies,US10964492B2,en,https://patentimages.storage.googleapis.com/9b/ba/3e/812028667ad4a9/US10964492-20210330-D00000.png,https://patentimages.storage.googleapis.com/b8/88/f2/68aa08e29022ee/US10964492.pdf,25.0
4,3,patent/US11436484B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11436484B2%2Fen,"Training, testing, and verifying autonomous machines using simulated …",2018-03-27,2019-03-27,2022-09-06,2022-09-06,Clement FARABET,Nvidia Corporation,US11436484B2,en,https://patentimages.storage.googleapis.com/9a/73/44/6be398153cbc03/US11436484-20220906-D00000.png,https://patentimages.storage.googleapis.com/8f/b5/f9/6f00193382574e/US11436484.pdf,25.0
5,4,patent/US10473284B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10473284B2%2Fen,Apparatus for spatially and spectrally adaptable dichromatic white light source …,2015-06-25,2018-10-08,2019-11-12,2019-11-12,Vikrant R. Bhakta,Texas Instruments Incorporated,US10473284B2,en,https://patentimages.storage.googleapis.com/e2/fe/52/7f6f1d7f1ae354/US10473284-20191112-D00000.png,https://patentimages.storage.googleapis.com/cd/f0/55/24ad7b0c9b521e/US10473284.pdf,25.0
6,5,patent/US11656774B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11656774B2%2Fen,Multi-mode NVME over fabrics device for supporting can (controller area network …,2017-03-24,2021-04-21,2023-05-23,2023-05-23,Sompong Paul Olarig,"Samsung Electronics Co., Ltd.",US11656774B2,en,https://patentimages.storage.googleapis.com/1e/73/6b/301e6c487f4d0d/US11656774-20230523-D00000.png,https://patentimages.storage.googleapis.com/c9/1a/87/e9123f0e29410f/US11656774.pdf,25.0
7,6,patent/US11104324B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11104324B2%2Fen,Adapting a vehicle control strategy based on historical data related to a …,2015-06-15,2019-10-18,2021-08-31,2021-08-31,Edward Jobson,Volvo Truck Corporation,US11104324B2,en,https://patentimages.storage.googleapis.com/9a/4b/3e/ef653226472127/US11104324-20210831-D00000.png,https://patentimages.storage.googleapis.com/ef/f9/37/3e7494153f837c/US11104324.pdf,25.0
8,7,patent/US11361766B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11361766B2%2Fen,Method and apparatus for using hearing assistance device as voice controller,2015-09-24,2019-10-21,2022-06-14,2022-06-14,Gregory John Haubrich,"Starkey Laboratories, Inc.",US11361766B2,en,https://patentimages.storage.googleapis.com/40/f8/c0/ad475d83fa77e6/US11361766-20220614-D00000.png,https://patentimages.storage.googleapis.com/1d/fa/29/373b2ce0b1e063/US11361766.pdf,25.0
9,8,patent/US10437992B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10437992B2%2Fen,Anomaly detection for vehicular networks for intrusion and malfunction …,2014-12-30,2017-09-11,2019-10-08,2019-10-08,Brad Harris,Battelle Memorial Institute,US10437992B2,en,https://patentimages.storage.googleapis.com/c9/0a/3d/61d8cb8a03e280/US10437992-20191008-D00000.png,https://patentimages.storage.googleapis.com/ac/d7/76/a1c02dd9e0ea5b/US10437992.pdf,25.0
10,9,patent/JP6629414B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP6629414B2%2Fen,Multilayer enamel and enamel coated substrate,2013-07-17,2018-11-12,2020-01-15,2020-01-15,メイトランド，フィル,フエロ コーポレーション,JP6629414B2,en,https://patentimages.storage.googleapis.com/b3/b9/0d/4c7d69551a7b85/0006629414-2.png,https://patentimages.storage.googleapis.com/0a/e9/5b/f328ae8c45ec48/JP6629414B2.pdf,25.0
1,0,patent/US10328945B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10328945B2%2Fen,Ambient vehicle and pedestrian state detection for device notification,2012-06-26,2018-01-24,2019-06-25,2019-06-25,Timothy S. Paek,"Microsoft Technology Licensing, Llc",US10328945B2,en,https://patentimages.storage.googleapis.com/9b/4e/3f/553a98690a842c/US10328945-20190625-D00000.png,https://patentimages.storage.googleapis.com/a9/1c/1d/9d44fbba6ab9d4/US10328945.pdf,26.0
2,1,patent/EP3588128B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FEP3588128B1%2Fen,Method for detection and height and azimuth estimation of objects in a scene by …,2018-06-26,2018-06-26,2022-08-10,2022-08-10,Maria Antonia Gonzalez Huici,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,EP3588128B1,en,https://patentimages.storage.googleapis.com/6c/d3/2b/c0f5765e373fa8/imgf0001.png,https://patentimages.storage.googleapis.com/11/4c/54/0b5d326c61ca0e/EP3588128B1.pdf,26.0
3,2,patent/US10789652B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10789652B2%2Fen,Dimensionality reduction of multi-attribute consumer profiles,2017-05-22,2018-03-15,2020-09-29,2020-09-29,Joshua Dziabiak,Insurance Zebra Inc.,US10789652B2,en,https://patentimages.storage.googleapis.com/25/28/14/3d046034bf0385/US10789652-20200929-D00000.png,https://patentimages.storage.googleapis.com/10/ff/ee/e972b5f084c0fe/US10789652.pdf,26.0
4,3,patent/US11667813B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11667813B2%2Fen,Structural adhesives,2008-04-09,2021-12-29,2023-06-06,2023-06-06,Michael Czaplicki,"Zephyros, Inc.",US11667813B2,en,,https://patentimages.storage.googleapis.com/4c/f9/d1/53e55266d2baf2/US11667813.pdf,26.0
5,4,patent/JP7337220B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP7337220B2%2Fen,vehicle interior system,2016-07-05,2022-05-06,2023-09-01,2023-09-01,クマール アトゥル,コーニング インコーポレイテッド,JP7337220B2,en,https://patentimages.storage.googleapis.com/e5/59/b1/27db471253d186/0007337220000002.png,https://patentimages.storage.googleapis.com/03/64/33/f65daf463498cc/JP7337220B2.pdf,26.0
6,5,patent/US11874663B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11874663B2%2Fen,"Systems and methods for computer-assisted shuttles, buses, robo-taxis, ride- …",2018-02-26,2022-08-26,2024-01-16,2024-01-16,Gary Hicok,Nvidia Corporation,US11874663B2,en,https://patentimages.storage.googleapis.com/e2/f9/a9/4680cd46ae0c46/US11874663-20240116-D00000.png,https://patentimages.storage.googleapis.com/16/c0/ee/94b9d7c6ce0559/US11874663.pdf,26.0
7,6,patent/US10300866B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10300866B2%2Fen,Method for assembling camera for vehicle vision system,2002-11-14,2018-04-09,2019-05-28,2019-05-28,Robert L. Bingle,Magna Electronics Inc.,US10300866B2,en,https://patentimages.storage.googleapis.com/e6/ac/54/2e9543578f488f/US10300866-20190528-D00000.png,https://patentimages.storage.googleapis.com/17/01/90/5604e6eec2b075/US10300866.pdf,26.0
8,7,patent/US11745558B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11745558B2%2Fen,Active vehicle suspension,2013-03-15,2021-09-28,2023-09-05,2023-09-05,Zackary Martin Anderson,"ClearMotion, Inc.",US11745558B2,en,https://patentimages.storage.googleapis.com/61/27/b2/e81a761868fe49/US11745558-20230905-D00000.png,https://patentimages.storage.googleapis.com/4d/bc/c4/2cc9a06ad6b5ea/US11745558.pdf,26.0
9,8,patent/US10207300B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10207300B2%2Fen,Ultrasonically clearing precipitation,2013-07-22,2018-05-03,2019-02-19,2019-02-19,David Robert Murray Trevett,Echovista Gmbh,US10207300B2,en,https://patentimages.storage.googleapis.com/c9/2a/27/f901938ad49b5c/US10207300-20190219-D00000.png,https://patentimages.storage.googleapis.com/f5/e1/b4/fe049449e21c4c/US10207300.pdf,26.0
10,9,patent/US20210268777A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210268777A1%2Fen,"Light-weight, high stiffness glass laminate structure",2013-08-30,2021-05-19,,2021-09-02,Christianus Johannes Jacobus Maas,Sabic,US20210268777A1,en,https://patentimages.storage.googleapis.com/4f/3b/e4/84676709361c1f/US20210268777A1-20210902-D00000.png,https://patentimages.storage.googleapis.com/68/8d/c8/c3f2e02db775ab/US20210268777A1.pdf,26.0
1,0,patent/KR102097120B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FKR102097120B1%2Fen,System and method for automatically determining the degree of breakdown by …,2018-12-31,2019-07-03,2020-04-09,2020-04-09,김태윤,주식회사 애자일소다,KR102097120B1,en,https://patentimages.storage.googleapis.com/a9/87/24/c9fdda8898d76d/112019068138022-pat00001.png,https://patentimages.storage.googleapis.com/f8/b7/a4/3652fa8a9a9a8c/KR102097120B1.pdf,27.0
2,1,patent/US11573569B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11573569B2%2Fen,System and method for updating an autonomous vehicle driving model based on the …,2018-07-13,2020-02-20,2023-02-07,2023-02-07,Eli Riggs,Kache.AI,US11573569B2,en,https://patentimages.storage.googleapis.com/c6/62/1c/b99f4173f6ba02/US11573569-20230207-D00000.png,https://patentimages.storage.googleapis.com/1e/df/77/7d85a2be836906/US11573569.pdf,27.0
3,2,patent/US11533762B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11533762B2%2Fen,"Method for performing uplink transmission in wireless communication system, and …",2018-07-04,2019-07-04,2022-12-20,2022-12-20,Jiwon Kang,Lg Electronics Inc.,US11533762B2,en,https://patentimages.storage.googleapis.com/24/cd/e0/42a29820daba79/US11533762-20221220-D00000.png,https://patentimages.storage.googleapis.com/f4/08/a5/df9e38c2bd1a14/US11533762.pdf,27.0
4,3,patent/US10885930B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10885930B2%2Fen,Vehicle ambient audio classification via neural network machine learning,2016-10-19,2019-02-27,2021-01-05,2021-01-05,Ethan Gross,"Ford Global Technologies, Llc",US10885930B2,en,https://patentimages.storage.googleapis.com/b1/3f/60/21afc8702b6c48/US10885930-20210105-D00000.png,https://patentimages.storage.googleapis.com/aa/2f/59/7b992d6599ca3d/US10885930.pdf,27.0
5,4,patent/JP6739421B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP6739421B2%2Fen,Dimensionally flexible touch fastener strip,2010-07-16,2017-12-14,2020-08-12,2020-08-12,ジェラルド・ロシャ,ジェラルド・ロシャ,JP6739421B2,en,https://patentimages.storage.googleapis.com/f1/32/57/c57afbd3f121c3/0006739421-3.png,https://patentimages.storage.googleapis.com/28/e5/0d/361d3c37c44a3b/JP6739421B2.pdf,27.0
6,5,patent/US10404261B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10404261B1%2Fen,Radar target detection system for autonomous vehicles with ultra low phase …,2018-06-01,2018-12-16,2019-09-03,2019-09-03,Yekutiel Josefsberg,Yekutiel Josefsberg,US10404261B1,en,https://patentimages.storage.googleapis.com/fa/a2/d3/cef3ac66f034ba/US10404261-20190903-D00000.png,https://patentimages.storage.googleapis.com/ff/9d/12/30946340743b22/US10404261.pdf,27.0
7,6,patent/US11700628B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11700628B2%2Fen,Multi-slice support for MEC-enabled 5G deployments,2019-03-11,2020-03-10,2023-07-11,2023-07-11,Dario Sabella,Intel Corporation,US11700628B2,en,https://patentimages.storage.googleapis.com/3a/90/a4/a71231ba1a285d/US11700628-20230711-D00000.png,https://patentimages.storage.googleapis.com/8b/17/ee/7a9184fbb0ce79/US11700628.pdf,27.0
8,7,patent/US20210192941A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210192941A1%2Fen,Feedback performance control and tracking,2016-11-07,2021-03-03,,2021-06-24,Christopher P. Ricci,"Nio Usa, Inc.",US20210192941A1,en,https://patentimages.storage.googleapis.com/f2/92/30/2e813800e6e8e9/US20210192941A1-20210624-D00000.png,https://patentimages.storage.googleapis.com/12/2f/1b/1c26dd39017da4/US20210192941A1.pdf,27.0
9,8,patent/US10296794B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10296794B2%2Fen,On-demand artificial intelligence and roadway stewardship system,2016-12-20,2018-03-12,2019-05-21,2019-05-21,Jayant Ratti,Jayant Rtti,US10296794B2,en,https://patentimages.storage.googleapis.com/68/fb/9e/dcd4aa99bfb28b/US10296794-20190521-D00000.png,https://patentimages.storage.googleapis.com/35/a7/e1/ca2e9364ae38fc/US10296794.pdf,27.0
10,9,patent/US11887360B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11887360B2%2Fen,Ubiquitous witness for vehicle incidents,2017-12-28,2021-10-08,2024-01-30,2024-01-30,Shao-Wen Yang,Intel Corporation,US11887360B2,en,https://patentimages.storage.googleapis.com/ef/36/8b/b222b28813a89a/US11887360-20240130-D00000.png,https://patentimages.storage.googleapis.com/4e/de/88/1ec52516aca196/US11887360.pdf,27.0
1,0,patent/US11625957B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11625957B2%2Fen,"Methods, apparatuses, and systems for monitoring and maintaining vehicle …",2019-01-23,2020-01-23,2023-04-11,2023-04-11,Dan Gronsbell,"Assurant, Inc.",US11625957B2,en,https://patentimages.storage.googleapis.com/42/d0/c0/0eb064d3a254cf/US11625957-20230411-D00000.png,https://patentimages.storage.googleapis.com/c5/8e/2e/fee05bc503a8ec/US11625957.pdf,28.0
2,1,patent/US20220410912A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20220410912A1%2Fen,"Electronic Control Unit, Gateway Circuit for an Airbag Electronic Control Unit, …",2017-07-20,2022-08-29,,2022-12-29,Andre Roger,Infineon Technologies Ag,US20220410912A1,en,https://patentimages.storage.googleapis.com/07/d1/38/532998a339acb1/US20220410912A1-20221229-D00000.png,https://patentimages.storage.googleapis.com/62/3d/83/de7b4f332f4adf/US20220410912A1.pdf,28.0
3,2,patent/US10647400B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10647400B2%2Fen,Large outboard motor including variable gear transfer case,2010-02-11,2018-07-05,2020-05-12,2020-05-12,Eric A. Davis,Ab Volvo Penta,US10647400B2,en,https://patentimages.storage.googleapis.com/da/f3/39/c1db5145ca34f1/US10647400-20200512-D00000.png,https://patentimages.storage.googleapis.com/16/2b/8c/a7d3e65eb01328/US10647400.pdf,28.0
4,3,patent/JP7134988B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP7134988B2%2Fen,Accurate photodetector measurements for lidar,2017-03-01,2018-03-01,2022-09-12,2022-09-12,マーヴィン シュウ,アウスター インコーポレイテッド,JP7134988B2,en,https://patentimages.storage.googleapis.com/6c/97/8f/a718f6fbcf2e69/0007134988000001.png,https://patentimages.storage.googleapis.com/c7/55/25/5a8ca0934830b1/JP7134988B2.pdf,28.0
5,4,patent/US11860223B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11860223B2%2Fen,"Method of generating self-test signals, corresponding circuit and apparatus",2017-01-03,2021-09-20,2024-01-02,2024-01-02,Giorgio Maiellaro,Stmicroelectronics S.R.L.,US11860223B2,en,https://patentimages.storage.googleapis.com/59/d5/a5/7319011b2c6e00/US11860223-20240102-D00000.png,https://patentimages.storage.googleapis.com/e2/5d/2a/68d03c77d0a5e2/US11860223.pdf,28.0
6,5,patent/US11501042B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11501042B2%2Fen,Decisions with big data,2014-03-24,2018-11-06,2022-11-15,2022-11-15,Baldur Andrew Steingrimsson,Imagars Llc,US11501042B2,en,https://patentimages.storage.googleapis.com/a0/ec/b3/3a94b89e603eaa/US11501042-20221115-D00000.png,https://patentimages.storage.googleapis.com/d7/31/af/9c0cc0f75dfd10/US11501042.pdf,28.0
7,6,patent/US11557756B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11557756B2%2Fen,Hybrid electrodes with both intercalation and conversion materials,2014-02-25,2019-11-01,2023-01-17,2023-01-17,Tim Holme,"Quantumscape Battery, Inc.",US11557756B2,en,https://patentimages.storage.googleapis.com/38/4b/8c/ceef100aef0db2/US11557756-20230117-D00000.png,https://patentimages.storage.googleapis.com/22/8b/eb/adbf3f7d08caa8/US11557756.pdf,28.0
8,7,patent/US10665974B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10665974B2%2Fen,High data rate connectors and cable assemblies that are suitable for harsh …,2013-05-09,2019-06-10,2020-05-26,2020-05-26,Jeffrey A. Oberski,Commscope Inc. Of North Carolina,US10665974B2,en,https://patentimages.storage.googleapis.com/b8/89/c5/375c80a5d948fe/US10665974-20200526-D00000.png,https://patentimages.storage.googleapis.com/80/64/4f/5c259cf67b580e/US10665974.pdf,28.0
9,8,patent/US10205457B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10205457B1%2Fen,RADAR target detection system for autonomous vehicles with ultra lowphase noise …,2018-06-01,2018-06-01,2019-02-12,2019-02-12,Yekutiel Josefsberg,Yekutiel Josefsberg,US10205457B1,en,https://patentimages.storage.googleapis.com/3e/21/68/59a92387cf580d/US10205457-20190212-D00000.png,https://patentimages.storage.googleapis.com/87/c9/ab/6af685835acb1e/US10205457.pdf,28.0
10,9,patent/US11670121B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11670121B2%2Fen,Systems and methods for monitoring and reporting road quality,2012-01-31,2021-03-09,2023-06-06,2023-06-06,Dean K. Jackson,Google Llc,US11670121B2,en,https://patentimages.storage.googleapis.com/03/57/8a/960c38552b7a24/US11670121-20230606-D00000.png,https://patentimages.storage.googleapis.com/91/32/6a/5f8439a4c0c7aa/US11670121.pdf,28.0
1,0,patent/KR102635379B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FKR102635379B1%2Fen,Method and apparatus for vehicle maneuver planning and messaging,2019-04-29,2020-04-14,2024-02-08,2024-02-08,단 바실로프스키,퀄컴 인코포레이티드,KR102635379B1,en,,https://patentimages.storage.googleapis.com/58/11/e5/fb25638b88f08d/KR102635379B1.pdf,29.0
2,1,patent/CN108973979B/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FCN108973979B%2Fen,Hybrid vehicle predictive power control system scheme,2018-07-18,2018-07-18,2021-09-28,2021-09-28,格桑旺杰,乾碳国际公司,CN108973979B,en,https://patentimages.storage.googleapis.com/31/ae/84/9b6724eb90ae32/HDA0001735299920000011.png,https://patentimages.storage.googleapis.com/ff/0a/bb/dd5614cb7069a8/CN108973979B.pdf,29.0
3,2,patent/CN110823235B/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FCN110823235B%2Fen,"Intelligent vehicle navigation system, method and control logic for deriving …",2018-08-07,2019-06-01,2024-01-02,2024-01-02,F·白,通用汽车环球科技运作有限责任公司,CN110823235B,en,,https://patentimages.storage.googleapis.com/3c/a4/18/2f873f645c5000/CN110823235B.pdf,29.0
4,3,patent/US20210395528A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20210395528A1%2Fen,"Separators, batteries, systems, and methods for idle start stop vehicles",2010-09-22,2021-08-31,,2021-12-23,J. Kevin Whear,"Daramic, Llc",US20210395528A1,en,https://patentimages.storage.googleapis.com/c2/1d/79/f2bc61e9839b26/US20210395528A1-20211223-D00001.png,https://patentimages.storage.googleapis.com/06/86/6e/d20216c04eba85/US20210395528A1.pdf,29.0
5,4,patent/US11305517B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11305517B2%2Fen,Stiff interlayers for laminated glass structures,2012-05-31,2020-02-12,2022-04-19,2022-04-19,William Keith Fisher,Corning Incorporated,US11305517B2,en,https://patentimages.storage.googleapis.com/35/ae/93/336cc5982f13cc/US11305517-20220419-D00000.png,https://patentimages.storage.googleapis.com/cf/76/68/d462686178415d/US11305517.pdf,29.0
6,5,patent/US11776279B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11776279B2%2Fen,Method and apparatus for providing unknown moving object detection,2017-12-19,2020-12-28,2023-10-03,2023-10-03,James Fowe,Here Global B.V.,US11776279B2,en,https://patentimages.storage.googleapis.com/ff/f6/b3/4365600be8c65d/US11776279-20231003-D00000.png,https://patentimages.storage.googleapis.com/73/dc/2e/600f9a0783b379/US11776279.pdf,29.0
7,6,patent/JP7403293B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP7403293B2%2Fen,Gaze detection using one or more neural networks,2019-08-19,2019-11-29,2023-12-22,2023-12-22,フー フェン,エヌビディア コーポレーション,JP7403293B2,en,,https://patentimages.storage.googleapis.com/44/9a/2a/210b22434dc938/JP7403293B2.pdf,29.0
8,7,patent/US11594082B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11594082B2%2Fen,Vehicle fault detection system and method utilizing graphically converted …,2017-10-27,2022-01-18,2023-02-28,2023-02-28,John M. Boggio,The Boeing Company,US11594082B2,en,https://patentimages.storage.googleapis.com/4e/10/68/981241879380aa/US11594082-20230228-D00000.png,https://patentimages.storage.googleapis.com/a6/de/df/f7bf6ec97abd38/US11594082B2.pdf,29.0
9,8,patent/EP3823384B1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FEP3823384B1%2Fen,Methods for transmitting and receiving uplink data in a wireless communication …,2018-08-09,2019-08-08,2023-11-15,2023-11-15,Seokmin SHIN,LG Electronics Inc.,EP3823384B1,en,https://patentimages.storage.googleapis.com/c4/f9/b8/59af6398841f6a/imgf0001.png,https://patentimages.storage.googleapis.com/3a/17/85/c9c48870506439/EP3823384B1.pdf,29.0
10,9,patent/US11774963B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11774963B2%2Fen,Remote operation of a vehicle using virtual representations of a vehicle state,2018-03-27,2021-07-19,2023-10-03,2023-10-03,Jen-Hsun Huang,Nvidia Corporation,US11774963B2,en,https://patentimages.storage.googleapis.com/21/79/30/6249420d7b0440/US11774963-20231003-D00000.png,https://patentimages.storage.googleapis.com/21/50/8b/6adee7a15a636d/US11774963.pdf,29.0
